,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Mean
can,20.601,21.123,20.101,25.159,21.086,21.227,24.436,21.579,22.475,22.256,20.789,21.993,25.119,22.337,21.56,22.338,20.375,25.423,20.663,20.499,25.548,21.165,19.802,20.367,26.141,20.866,20.19,19.746,26.214,25.811,20.365,24.083,22.893,23.311,22.401,22.584,20.433,20.682,26.104,21.632,20.275,23.02,20.636,25.209,22.645,20.694,20.627,20.052,25.277,20.887,25.36,20.348,22.668,21.636,22.273,25.846,20.64,20.542,25.421,21.107,25.497,21.985,22.513,25.542,21.456,22.103,21.459,22.602,22.109,20.348,25.271,21.198,23.726,22.033,20.518,19.663,20.434,25.426,21.016,23.847,25.112,21.454,22.343,25.803,21.195,20.931,22.265,20.613,20.318,22.817,20.743,22.39,20.362,20.229,20.87,22.047,21.668,23.269,24.682,19.588,21.943,21.26,22.066,22.019,23.239,22.444,26.14,25.839,23.544,20.596,20.616,22.46,21.996,24.856,24.784,20.42,20.555,24.005,20.772,20.717,21.996,23.478,19.947,22.479,22.493,22.729,23.754,25.608,22.184,22.438,20.732,25.353,21.912,21.176,22.24,20.833,20.418,25.379,22.816,20.535,20.718,25.488,22.978,25.898,21.709,22.546,22.12,22.943,20.412,20.911,22.435,23.927,26.305,22.159,22.183,20.805,22.142,22.519,22.246,22.346,22.178,19.963,24.785,21.199,26.624,22.684,20.709,20.416,25.404,20.543,21.371,21.219,19.877,22.743,21.339,22.709,21.432,20.038,22.629,25.901,22.069,20.369,19.84,23.798,22.486,21.956,24.074,20.114,20.886,20.627,22.759,20.672,20.658,20.129,22.11,26.727,25.33,21.386,20.05,22.008,22.287285
sea,22.466,22.416,23.427,22.579,22.629,23.68,24.327,20.959,23.101,21.069,22.787,22.472,23.018,20.937,20.996,23.437,23.105,22.685,22.36,22.787,22.71,22.705,23.59,22.797,21.016,24.394,20.972,22.749,22.56,21.025,23.711,23.481,21.085,22.698,22.757,22.886,23.441,24.318,20.859,22.773,20.957,21.113,22.845,22.199,22.769,22.929,22.863,21.659,22.705,23.648,22.568,23.481,22.241,23.161,22.677,22.829,22.789,24.319,22.813,22.856,23.91,20.944,20.968,24.332,22.304,23.262,20.982,22.787,22.778,22.728,22.478,22.255,22.708,21.286,21.297,20.944,22.377,22.75,21.666,22.591,22.667,24.24,22.56,22.686,21.377,23.091,22.373,24.169,22.36,22.529,20.963,23.721,23.719,20.986,20.931,22.592,20.966,22.728,23.258,23.476,21.666,24.106,21.496,21.512,21.475,22.701,22.563,23.906,22.631,22.518,22.422,22.503,23.201,22.685,24.378,22.624,22.4,20.862,22.683,23.102,22.076,20.753,22.691,22.182,22.625,21.118,22.709,23.887,23.5,22.723,22.35,22.546,20.983,22.484,23.722,23.478,22.296,22.703,22.792,20.988,22.606,24.31,23.017,22.705,22.721,22.347,22.759,21.696,22.84,21.036,23.475,22.767,22.454,21.248,22.381,21.587,23.216,22.673,23.234,22.741,24.13,20.89,20.819,22.358,22.731,22.732,21.242,22.23,22.645,22.738,23.225,22.463,22.466,22.222,22.808,22.732,24.348,23.224,22.585,22.953,22.937,20.931,22.364,22.701,22.513,22.343,24.333,22.691,22.998,22.1,22.669,22.743,22.836,23.176,22.418,20.988,22.323,20.924,23.159,22.636,22.535505
television,23.499,22.837,25.729,24.181,24.295,24.75,23.773,22.235,24.674,25.772,21.91,23.916,23,24.761,22.775,22.123,21.49,24.284,23.86,23.347,22.777,23.887,24.021,23.207,23.336,23.411,22.017,23.766,24.306,26.073,24.781,24.254,25.672,24.736,22.19,22.98,23.872,23.259,23.126,25.894,23.926,24.149,24.645,24.152,22.538,25.606,22.817,23.119,23.349,25.83,23.448,23.375,24.301,24.476,23.908,24.155,22.204,24.538,23.892,26.155,26.007,23.395,22.681,24.007,23.814,24.863,22.783,22.566,24.201,25.967,24.069,23.332,23.137,24.23,23.147,24.554,22.739,22.758,22.95,24.641,21.567,24.386,22.835,22.701,23.665,24.269,24.964,25.968,24.796,24.927,24.511,23.568,23.434,26.02,24.071,24.62,24.32,26.204,23.156,25.959,23.811,23.974,24.122,23.035,24.825,23.032,24.264,23.604,24.019,25.346,24.77,24.296,24.214,24.752,23.163,24.38,23.023,21.341,25.589,24.694,24.536,23.284,23.428,22.432,22.317,23.925,23.205,24.028,23.569,24.037,23.998,23.974,24.039,23.59,24.179,25.38,24.542,22.616,23.738,23.908,24.696,23.77,24.131,22.963,24.158,25.055,24.132,24.189,22.474,23.553,24.413,25.802,24.332,23.001,23.349,23.668,25.046,24.338,24.942,22.843,23.85,23.115,22.754,23.307,24.243,25.061,25.717,24.789,24.542,23.778,21.392,22.366,25.493,23.708,24.75,24.16,25.746,23.645,23.191,23.645,23.46,21.548,24.979,22.667,23.983,22.727,23.41,22.707,22.878,26.118,24.647,25.566,24.553,24.918,22.504,23.867,24.212,23.942,23.528,24.369,23.92405
wardrobe,22.375,22.462,22.937,22.155,24.147,22.422,22.861,22.248,23.345,23.641,23.961,23.196,22.613,23.062,22.319,22.755,23.029,21.611,23.839,22.999,23.507,23.667,23.149,22.307,22.41,21.721,22.227,22.154,23.334,23.279,23.921,22.064,24.212,22.839,22.832,23.525,23.669,23.199,23.677,24.254,22.77,23.363,23.163,23.395,22.255,23.779,23.827,23.752,22.062,23.38,22.312,23.389,23.486,22.353,23.208,23.475,22.428,22.289,23.159,23.149,22.196,23.153,23.288,21.68,22.919,23.489,23.345,22.402,22.696,23.472,22.423,23.518,23.487,22.654,22.295,23.014,24.31,23.072,22.675,23.318,22.132,23.575,22.192,23.164,24.022,22.62,24.101,23.59,23.082,23.522,23.693,22.991,23.548,23.152,23.621,23.389,23.311,24.082,22.546,23.269,22.544,22.455,23.097,23.334,22.411,22.663,22.609,22.522,22.148,23.587,23.833,23.347,23.501,24.089,22.53,22.57,21.928,22.959,23.351,23.197,23.344,22.622,23.725,22.204,22.719,23.441,23.163,22.568,23.571,22.549,23.502,23.111,21.481,22.512,23.497,23.52,23.379,22.485,23.351,22.985,23.596,23.399,22.129,23.334,23.506,23.145,23.285,23.307,22.406,23.018,22.803,23.543,23.017,23.369,23.069,22.429,23.8,23.472,23.277,23.646,23.498,21.828,22.78,23.073,23.917,22.262,22.356,22.983,23.23,23.82,23.089,22.57,22.24,22.416,22.443,23.427,23.26,23.408,23.647,22.269,23.602,23.32,23.828,22.218,22.572,22.456,22.678,22.611,22.819,23.388,23.069,22.286,23.272,23.903,24.375,23.665,21.867,24.287,23.451,24.088,23.050755
pine tree,21.863,22.873,22.096,22.694,22.978,21.859,22.951,23.092,22.23,22.818,21.726,21.84,23.563,21.492,23.378,21.666,22.095,23.891,23.573,23.633,21.859,22.691,21.913,23.174,22.446,23.379,22.791,21.715,23.343,22.915,23.411,23.056,21.7,22.398,21.848,22.878,22.35,22.331,22.419,22.752,21.469,21.685,23.185,22.441,23.538,22.004,24.178,22.036,22.359,23.015,21.794,21.912,23.142,22.719,22.892,21.976,21.667,23.155,22.567,23.472,22.021,22.811,23.65,21.606,21.883,23.044,22.49,23.308,22.182,22.925,23.456,23.066,23.671,21.743,23.107,23.994,23.017,22.698,23.964,21.762,21.871,22.846,22.826,22.872,23.131,21.054,22.783,22.988,23.958,23.923,23.14,24.088,22.763,24.009,22.95,22.54,23.062,22.839,22.384,22.878,23.462,22.143,22.486,23.12,22.054,22.792,23.859,21.263,23.181,21.726,22.586,22.26,21.341,23.924,23.075,21.988,22.002,22.1,22.158,23.153,23.102,23.734,21.242,22.505,22.759,22.73,22.139,22.725,23.663,22.556,22.145,23.926,23.33,23.354,23.456,23.308,21.577,22.532,22.561,22.641,23.142,21.656,23.131,22.647,22.656,23.271,23.323,22.251,23.65,22.096,23.685,21.91,22.999,22.686,22.43,23.03,23.357,22.48,22.383,22.826,22.691,23.625,22.661,22.611,22.144,23.073,23.847,23.839,22.241,21.55,23.25,22.938,21.293,22.351,21.977,21.903,23.315,22.705,22.669,23.766,23.162,22.76,24.012,22.639,23.687,22.958,22.466,23.16,21.773,22.928,20.895,23.787,23.126,23.949,23.076,21.823,23.178,23.319,21.668,23.934,22.726025
ray,23.3,24.802,23.597,23.182,21.924,24.679,24.379,25.203,24.973,24.837,24.263,23.121,23.113,22.793,22.615,24.362,23.812,22.949,22.675,23.308,22.966,23.685,23.016,25.076,25.047,23.687,23.118,23.65,22.987,25.148,23.086,23.02,22.96,22.948,23.548,25.248,25.424,25.14,23.641,22.823,25.363,21.78,24.883,23.298,23.097,24.914,25.41,24.723,24.645,24.491,22.15,24.672,25.261,24.506,22.902,25.288,22.102,25.078,25.354,25.133,24.679,25.07,23.617,24.001,24.463,21.63,23.109,22.302,22.527,23.267,25.139,22.958,23.204,24.211,22.919,22.249,25.383,23.245,23.86,23.399,21.864,24.164,23.858,24.756,24.454,24.687,21.647,22.304,24.314,21.453,24.808,24.728,24.782,22.87,23.014,25.306,23.039,23.873,23.118,25.03,23.468,22.983,24.812,23.01,22.825,24.11,22.711,24.521,23.792,24.85,24.756,23.542,25.132,23.577,21.956,22.111,24.644,23.059,23.072,25.33,22.825,23.922,24.349,25.341,22.263,24.122,24.896,24.659,23.145,24.587,23.479,24.075,23.004,24.719,23.892,24.961,23.073,22.963,22.306,24.358,25.084,23.585,25.465,23.515,24.264,23.482,24.738,24.868,23.427,23.443,22.49,23.854,24.67,23.534,22.307,23.363,23.105,24.081,23.189,24.047,22.503,24.591,23.112,23.424,25.479,23.189,21.949,23.41,21.937,23.82,22.677,22.633,23.558,25.358,23.38,23.1,25.326,24.622,22.508,24.635,23.504,24.625,24.366,24.511,23.028,23.458,22.694,23.253,24.872,25.155,23.155,23.538,25.14,23.412,23.564,22.608,24.583,24.078,22.992,23.189,23.775515
train,22.309,21.795,22.85,21.73,22.808,22.108,21.394,22.925,22.118,23.085,23.659,23.215,22.204,22.287,21.891,22.901,22.197,22.822,21.381,21.878,21.496,22.138,21.971,23.599,22.577,22.912,22.9,22.528,22.152,22.491,22.683,22.896,23.102,22.973,23.304,21.789,22.456,21.591,22.985,22.313,21.659,22.335,23.563,22.269,21.755,22.421,22.046,22.847,23.127,22.765,22.881,21.827,21.992,22.17,22.633,22.215,21.886,22.077,22.413,22.052,22.365,22.678,21.511,22.157,22.184,22.201,23.178,23.554,23.397,21.603,22.492,22.226,23.258,22.261,21.9,22.038,23.327,21.963,22.277,23.058,21.977,21.878,22.368,22.664,21.757,21.769,22.034,22.81,22.489,21.813,22.904,23.504,23.123,23.538,22.82,22.038,22.026,22.631,22.5,22.332,21.676,23.219,22.077,22.012,23.02,22.899,22.013,22.896,23.2,22.127,22.158,22.949,22.435,22.64,22.132,22.601,21.988,21.985,21.62,23.112,22.105,22.591,23.222,23.636,23.584,21.792,22.315,22.151,22.112,22.328,22.764,23.127,23.241,22.834,23.301,22.052,22.995,21.384,22.865,21.883,22.16,22.864,22.229,22.408,22.044,22.077,23.37,22.291,23.351,21.085,22.154,22.442,23.202,21.939,22.943,21.945,22.395,22.49,22.714,23.425,22.704,22.578,21.285,22.123,22.085,21.938,23.106,22.502,23.06,22.645,21.43,22.473,23.551,23.069,23.793,22.72,22.181,23.105,23.022,23.61,22.623,23.302,23.132,23.421,22.791,24.299,23.145,23.21,21.576,22.739,21.644,21.774,22.637,22.766,22.956,22.893,21.613,23.5,21.761,21.973,22.506265
lawn mower,21.391,21.018,21.838,21.497,21.327,21.243,21.246,21.282,21.447,21.172,21.608,22.211,21.363,21.03,21.372,21.843,20.522,21.797,21.145,21.992,20.762,20.981,21.416,21.32,22.318,21.516,22.276,22.099,21.704,22.028,21.795,21.965,21.095,21.518,22.313,21.463,21.72,22.435,21.665,21.155,20.918,20.446,21.973,22.017,21.558,20.162,21.7,22.438,21.402,22.03,21.573,21.73,21.247,21.326,21.692,22.267,21.1,21.448,21.217,22.024,21.42,21.467,22.45,21.331,21.476,21.311,21.272,21.644,21.319,22.464,21.833,22.135,21.916,21.635,21.632,22.359,21.278,21.974,21.166,21.49,21.828,21.407,21.432,21.8,21.909,22.74,22.029,21.76,21.897,21.373,22.365,21.429,21.025,21.398,21.638,21.155,21.01,20.939,21.588,22.121,21.684,20.892,20.96,21.253,22.215,22.346,21.23,21.798,22.262,21.432,21.434,21.739,21.415,22.561,21.638,21.233,22.07,22.355,21.337,22.177,21.547,21.742,22.089,21.702,21.632,21.346,21.508,21.19,21.921,21.842,21.755,21.879,21.364,22.224,21.733,21.191,21.748,20.305,21.745,22.171,21.785,21.819,22.278,20.919,21.677,22.478,20.854,21.919,21.27,21.889,21.893,20.762,21.834,22.057,21.12,21.46,21.13,20.947,21.691,21.513,20.9,21.117,22.069,22.081,21.638,20.567,21.979,23.197,21.827,20.239,22.569,22.023,21.605,20.967,20.848,20.949,21.579,21.75,21.382,22.14,20.016,22.093,21.329,21.618,21.534,22.181,21.82,21.484,21.607,21.925,23.07,21.625,21.78,22.03,21.976,22.294,21.416,21.074,22.254,21.594,21.613385
chimpanzee,23.94,23.752,24.415,23.21,22.64,23.837,24.253,23.183,22.704,23.637,24.776,23.749,22.938,23.766,24.004,24.496,24.113,24.419,24.437,23.566,23.551,24.377,24.322,23.739,23.695,23.156,23.394,23.196,23.782,24.8,24.103,24.256,23.916,23.697,23.488,24.523,23.731,22.914,23.724,24.277,24.621,23.942,23.883,23.632,23.774,24.141,24.584,24.8,23.832,23.072,24.615,24.8,23.709,24.668,23.535,25.149,24.65,24.612,23.672,24.588,23.004,23.392,23.245,23.569,23.65,23.602,24.043,23.379,23.572,23.693,23.901,24.614,23.375,23.315,23.768,24.621,23.47,24.922,23.949,23.449,24.026,23.583,24.127,23.291,23.595,23.565,24.033,23.646,23.943,23.672,23.523,23.204,24.259,23.862,23.853,23.603,23.759,23.905,23.239,25.238,23.145,23.629,23.795,24.491,24.649,23.825,24.26,24.164,22.973,23.471,24.012,23.792,23.454,24.166,23.659,23.92,24.462,23.945,23.666,23.703,23.759,23.725,24.415,23.778,23.05,23.105,24.607,23.873,24.146,23.452,24.49,23.386,22.783,24.449,24.897,24.504,23.887,24.121,23.412,23.131,24.027,23.561,23.438,23.612,23.877,23.006,24.615,23.82,22.993,23.408,23.517,23.876,23.555,23.769,23.486,23.848,23.76,23.783,23.726,24.615,23.66,23.994,23.102,23.769,24.621,23.893,24.215,24.73,23.772,23.616,23.369,24.508,23.882,23.765,23.451,23.573,24.8,23.807,24.575,23.93,23.601,24.035,23.895,23.858,23.976,24.105,24.697,24.266,23.592,24.615,24.034,23.896,24.087,24.032,23.637,23.621,23.25,23.823,24.511,24.588,23.87404
dolphin,23.71,23.274,24.411,23.5,24.33,23.5,23.433,24.263,25.008,24.546,24.461,24.321,23.567,24.404,24.263,23.938,24.581,23.26,24.21,24.323,23.363,24.771,23.476,25.51,24.339,24.576,24.437,25.042,23.993,24.206,23.181,24.647,24.1,24.306,24.28,23.919,24.279,24.441,24.052,23.396,23.358,24.641,24.489,23.171,23.275,23.574,24.812,23.504,23.308,24.475,25.282,24.151,23.439,23.081,23.662,25.166,23.435,23.139,24.488,23.623,23.1,23.503,23.368,23.33,23.292,23.452,24.895,24.463,24.36,25.15,23.123,23.305,24.69,25.279,23.863,23.381,24.684,24.185,24.215,23.216,23.555,24.428,23.612,24.493,23.497,23.171,23.494,22.903,24.591,24.499,23.631,23.318,23.501,23.562,24.549,24.1,24.875,23.607,24.375,23.269,24.563,23.44,24.499,24.495,24.039,25.154,24.416,24.091,23.317,23.389,24.434,24.602,24.59,24.183,23.739,24.14,24.613,23.417,23.475,23.545,23.362,24.082,24.339,24.672,23.566,24.512,25.106,23.534,23.597,24.487,23.362,25.225,24.757,23.545,23.359,24.075,23.404,23.391,23.851,23.399,24.742,23.683,24.04,24.273,23.458,23.327,25.329,24.27,23.512,24.637,24.318,23.304,23.338,23.115,23.296,24.141,24.353,24.608,24.259,25.123,23.16,24.242,24.533,24.006,23.254,24.53,24.284,24.123,24.862,25.506,24.291,23.314,24.308,24.67,23.088,23.195,24.333,25.079,23.889,23.336,24.745,24.373,23.578,23.521,23.232,24.72,25.206,25.148,24.571,24.492,23.444,23.866,23.601,24.747,23.371,24.696,24.509,23.209,24.345,25.208,24.045255
lamp,24.387,21.584,25.022,24.981,25.358,24.074,22.485,24.765,24.879,23.265,23.793,24.137,25.076,24.34,23.925,24.683,24.122,24.712,25.505,24.955,22.698,23.462,24.663,24.54,25.282,22.816,25.015,24.826,23.628,25.005,24.92,25.352,23.125,25.436,24.67,25.328,24.644,24.444,22.682,24.083,25.256,24.232,24.357,24.33,24.77,23.964,24.646,23.65,23.498,24.863,24.682,24.826,22.474,25.049,25.21,23.694,25.542,25.517,25.229,24.623,25.123,25.31,24.109,25.18,22.479,24.87,23.834,25.726,24.933,24.102,24.682,24.832,22.532,23.622,22.431,24.581,24.974,24.653,24.782,24.866,25.376,24.986,24.877,24.137,23.238,24.727,25.119,24.979,24.918,24.661,23.639,22.709,22.717,24.525,24.01,23.862,25.483,25.262,23.742,25.263,24.763,23.806,25.082,24.695,24.257,25.087,24.731,24.878,25.244,24.68,24.11,24.005,24.753,24.585,25.269,25.043,25.247,25.533,23.816,24.683,24.954,25.457,22.958,24.517,24.331,24.624,24.235,24.59,22.924,22.711,24.464,24.896,23.617,24.893,25.57,24.697,24.381,24.177,25.45,25.552,24.526,25.188,24.025,24.51,24.078,24.156,24.937,24.453,24.857,25.061,22.763,24.349,24.652,25.143,23.847,24.999,25.018,25.842,22.59,24.725,24.807,23.718,24.463,23.666,25.041,24.888,24.919,25.521,24.943,24.797,24.059,24.077,24.161,24.116,22.627,24.286,25.459,23.021,23.84,24.29,24.801,24.363,24.936,24.911,25.18,24.675,25.034,24.309,25.427,24.714,23.585,23.969,23.069,24.262,23.775,25.473,23.323,24.961,24.998,25.225,24.448015
mouse,23.284,24.317,23.167,23.154,23.292,23.47,23.401,23.127,23.279,22.91,23.444,23.438,23.873,23.275,23.452,23.566,23.447,23.194,23.309,24.009,23.146,23.928,22.981,23.144,22.854,23.001,23.162,22.84,23.153,24.047,23.342,23.388,22.726,23.312,23.552,23.006,23.269,23.273,23.501,23.687,23.302,23.679,23.629,23.954,23.92,23.266,23.172,24.054,23.44,23.676,24.058,23.299,23.501,23.784,23.601,23.94,23.679,23.396,23.358,21.942,23.679,23.403,23.102,24.002,23.328,22.837,24.323,23.543,24.068,23.927,23.189,23.343,22.953,23.532,23.706,23.199,23.618,23.778,23.048,24.273,24.002,22.733,22.94,22.759,23.305,24.123,23.469,22.822,23.911,23.21,23.805,23.157,24.025,23.174,23.426,24.012,23.393,23.881,22.593,23.324,23.64,24.031,23.945,23.626,23.421,23.017,23.171,23.833,23.784,22.94,24.374,22.555,23.764,24.1,22.966,23.386,24.069,23.433,22.963,23.123,22.433,22.944,23.124,24.154,23.771,23.725,23.724,23.123,23.171,23.458,22.886,23.282,24.211,23.517,23.745,22.669,23.572,22.777,22.872,23.665,22.955,23.662,23.244,22.606,23.584,23.945,23.761,23.857,23.893,23.372,23.459,23.102,23.189,24.188,23.427,23.443,23.734,23.163,23.536,23.468,23.465,23.39,23.76,23.019,23.728,23.483,23.135,23.245,23.557,23.166,23.386,23.736,23.848,23.253,23.484,23.979,22.912,23.225,23.201,23.481,23.534,23.455,23.188,23.163,23.389,23.921,23.192,23.64,22.957,23.24,24.026,22.919,23.651,24.012,23.326,23.54,23.251,23.453,23.359,23.049,23.432775
palm tree,21.366,22.185,23.487,22.223,21.311,22.213,24.116,23.253,21.984,21.665,23.124,22.494,22.416,23.339,22.246,22.265,22.334,21.953,22.716,22.856,21.649,22.619,22.206,22.617,22.533,22.611,24.106,21.981,21.508,22.013,22.778,21.991,22.753,22.986,21.56,23.314,21.751,23.111,22.645,21.904,23.078,22.801,22.997,23.555,21.746,22.872,22.199,22.916,22.218,23.088,23.631,21.558,23.185,23.022,22.882,23.578,23.213,22.403,21.9,21.842,22.167,22.515,21.813,23.298,22.197,20.913,23.016,23.243,22.267,21.476,22.482,22.309,23.213,21.403,21.728,23.444,23.087,22.727,21.408,22.755,22.997,21.235,21.431,22.151,22.226,21.353,21.06,23.591,22.141,21.869,22.754,22.898,21.035,22.687,20.967,21.992,22.432,22.955,21.754,22.263,21.003,22.816,21.494,22.288,22.754,23.364,23.109,21.867,21.177,22.301,22.375,22.133,22.982,20.621,22.648,22.97,23.372,22.822,21.516,23.809,21.586,21.311,22.648,22.992,22.273,21.616,21.944,23.557,19.876,22.435,21.811,21.726,21.253,21.304,23.543,22.444,23.292,21.917,22.66,21.571,22.453,21.376,23.007,21.672,23.256,23.445,22.177,20.66,22.168,22.643,22.731,22.142,23.355,22.851,21.561,22.31,22.155,22.196,22.155,22.124,23.474,22.499,21.67,22.694,23.26,24.017,23.433,22.051,22.821,22.724,21.814,23.127,22.131,22.524,22.713,22.272,22.696,21.701,22.818,22.145,21.804,21.429,22.997,22.388,21.486,22.585,22.624,22.85,23.907,22.806,22.287,22.443,21.121,23.455,22.086,21.594,21.48,21.723,23.294,23.048,22.38863
beaver,21.791,22.631,23.714,22.274,21.877,21.804,22.712,22.168,21.91,23.028,21.362,21.569,22.162,24.013,23.642,24.031,21.606,24.148,23.755,22.355,22.696,23.43,23.752,23.477,22.688,22.149,24.329,23.737,22.045,21.586,24.313,21.82,24,22.563,23.987,24.028,21.961,22.346,22.821,22.417,22.346,21.723,22.359,21.55,21.465,22.722,21.89,21.894,21.456,23.868,21.577,22.308,23.739,23.875,23.915,21.669,24.27,23.744,22.664,22.863,21.406,21.887,22.601,21.799,20.738,22.094,23.182,23.552,21.843,23.364,22.642,23.92,22.025,23.183,22.143,23.413,23.656,22.227,21.293,21.735,22.181,22.54,21.606,24.143,22.47,21.976,23.297,21.597,22.368,22.635,21.91,21.787,21.369,21.851,21.269,22.21,24.077,23.874,21.34,24.191,22.212,23.038,22.431,22.535,23.255,22.735,23.939,22.251,21.614,22.469,24.163,22.279,23.282,22.411,21.678,21.881,22.622,23.154,21.773,21.793,24.051,21.626,21.958,22.253,22.46,22.568,21.602,22.257,23.914,22.227,22.56,22.286,22.074,22.604,22.108,21.946,22.265,22.646,22.315,24.092,22.584,21.976,21.855,21.722,22.189,22.665,22.781,22.575,22.763,21.629,22.253,22.305,23.82,23.505,22.801,22.011,21.715,21.989,23.771,22.263,23.854,21.596,21.454,22.787,21.808,22.204,23.881,21.867,24.062,23.486,21.85,21.96,22.023,22.544,24.18,22.243,22.309,23.444,23.974,21.873,23.919,22.274,22.259,22.512,23.199,22.559,22.749,22.264,21.583,22.213,21.469,23.521,21.185,22.574,24.208,22.145,23.879,24.077,21.993,21.763,22.591155
lobster,22.429,20.844,21.437,21.545,22.141,21.96,21.522,22.127,21.667,21.431,21.887,22.116,21.227,21.736,21.425,21.99,21.961,21.709,22.267,21.537,22.571,21.177,21.897,21.19,21.493,21.165,21.542,21.362,21.407,20.972,22.663,21.287,21.793,20.917,21.924,21.343,22.041,21.465,21.066,21.128,21.393,21.119,21.479,21.571,23.019,22.488,22.024,22.531,22.289,21.389,22.088,21.27,21.501,21.576,21.661,22.721,21.201,22.641,21.414,21.335,22.327,22.165,21.158,22.714,20.616,21.857,21.439,22.313,22.49,21.14,22.214,22.377,21.283,21.904,21.032,22.637,20.834,22.496,21.213,22.05,21.027,21.411,21.378,21.383,21.345,21.497,22.359,21.195,21.285,21.051,21.531,21.271,21.413,21.307,21.145,21.724,21.995,21.135,21.583,21.233,21.333,21.408,23.239,21.54,22.87,21.055,21.372,21.703,21.987,21.543,21.418,21.385,21.63,22.603,21.662,21.2,20.766,22.084,21.715,21.433,22.479,20.975,21.7,21.411,21.518,21.35,21.659,21.526,21.574,21.344,21.562,22.586,21.899,21.082,21.391,20.981,21.654,22.57,21.747,21.21,21.269,20.704,22.324,20.881,21.302,22.833,21.578,21.319,21.453,22.027,21.444,21.645,22.134,21.491,21.727,21.261,21.454,21.466,21.502,21.627,22.076,21.169,22.365,21.177,21.265,22.752,21.478,21.901,22.908,21.246,21.195,21.609,21.508,21.951,21.342,21.805,21.195,21.666,21.521,21.856,21.961,22.195,21.485,22.78,21.884,21.25,21.436,21.389,21.218,21.434,21.227,22.319,21.321,21.168,21.972,22.4,21.323,20.88,21.28,21.672,21.65391
camel,21.469,22.115,23.136,22.56,22.05,22.852,22.242,21.355,22.688,21.291,22.569,21.765,23.125,21.862,22.35,21.596,23.227,21.719,21.947,22.419,22.412,22.14,23.478,21.747,24.009,23.499,23.222,23.117,22.926,23.116,22.721,22.264,23.105,22.86,22.567,22.569,21.593,22.362,23.187,22.662,21.537,22.832,22.411,22.348,23.496,22.33,23.679,23.345,22.337,23.21,21.871,23.544,23.441,21.72,22.534,22.748,21.149,22.535,21.763,21.291,23.295,21.413,22.951,22.947,23.04,23.667,23.821,23.12,22.349,22.847,22.822,22.614,22.175,22.704,21.773,22.577,22.598,23.123,22.456,21.343,23.212,23.518,23.421,23.603,21.662,23.699,23.53,23.284,23.062,22.299,22.738,22.509,23.139,23.541,22.713,23.322,22.255,23.354,22.831,22.736,22.903,22.599,22.559,22.879,23.282,22.846,23.326,22.196,22.507,22.429,23.161,23.192,23.041,23.169,21.736,23.003,22.539,22.747,22.412,22.102,23.288,21.817,23.225,21.869,23.338,22.787,23.307,22.461,23.668,22.471,23.586,21.808,22.105,22.973,23.259,23.213,23.366,21.383,22.814,21.608,23.39,23.181,23.045,22.956,21.812,23.082,22.215,23.352,23.069,23.308,22.26,23.511,22.908,22.524,22.875,21.407,22.362,23.277,22.912,22.252,23.1,21.725,23.465,23.278,22.708,21.459,22.919,22.957,21.726,22.973,22.78,23.127,23.732,23.062,22.472,23.488,22.916,23.101,22.709,23.378,21.968,22.402,21.863,22.816,21.825,23.081,22.234,22.735,21.81,22.881,23.44,22.533,23.464,22.291,22.438,22.788,22.938,21.718,21.816,21.627,22.67246
